	Mc17-25.fq.trim.sam.counts	Mc17-33.fq.trim.sam.counts	Mc17-40.fq.trim.sam.counts	Mc17-66.fq.trim.sam.counts	Mc20-01.fq.trim.sam.counts	Mc20-04.fq.trim.sam.counts	Mc20-05.fq.trim.sam.counts	Mc20-08.fq.trim.sam.counts	Mc20-12.fq.trim.sam.counts	Mc20-14.fq.trim.sam.counts	Mc20-15.fq.trim.sam.counts	Mc20-18.fq.trim.sam.counts	Mc20-20.fq.trim.sam.counts	Mc20-21.fq.trim.sam.counts	Mc20-22.fq.trim.sam.counts	Mc20-24.fq.trim.sam.counts	Mc20-27.fq.trim.sam.counts	Mc20-33.fq.trim.sam.counts	Mc21-05.fq.trim.sam.counts	Mc21-08.fq.trim.sam.counts	Mc21-19.fq.trim.sam.counts	Mc21-20.fq.trim.sam.counts	Mc22-01.fq.trim.sam.counts	Mc22-03.fq.trim.sam.counts	Mc22-07.fq.trim.sam.counts	Mc22-08.fq.trim.sam.counts	Mc22-09.fq.trim.sam.counts	Mc22-12.fq.trim.sam.counts	Mc22-13.fq.trim.sam.counts	Mc22-16.fq.trim.sam.counts	Mc22-18.fq.trim.sam.counts	Mc22-20.fq.trim.sam.counts	Mc22-23.fq.trim.sam.counts	Mc22-24.fq.trim.sam.counts	Mc22-27.fq.trim.sam.counts	Mc22-40.fq.trim.sam.counts	Mc23-02.fq.trim.sam.counts	Mc23-10.fq.trim.sam.counts	Mc23-12.fq.trim.sam.counts	Mc23-27.fq.trim.sam.counts	Mc25-01.fq.trim.sam.counts	Mc25-07.fq.trim.sam.counts	Mc25-19.fq.trim.sam.counts	Mc25-25.fq.trim.sam.counts	Mc26-04.fq.trim.sam.counts	Mc26-06.fq.trim.sam.counts	Mc26-07.fq.trim.sam.counts	Mc26-09.fq.trim.sam.counts	Mc26-13.fq.trim.sam.counts	Mc26-15.fq.trim.sam.counts	Mc26-17.fq.trim.sam.counts	Mc26-18.fq.trim.sam.counts	Mc26-22.fq.trim.sam.counts	Mc26-23.fq.trim.sam.counts	Mc26-24.fq.trim.sam.counts	Mc26-25.fq.trim.sam.counts	Mc26-28.fq.trim.sam.counts	Mc26-30.fq.trim.sam.counts	Mc28-18.fq.trim.sam.counts	Mc28-19.fq.trim.sam.counts	Mc28-27.fq.trim.sam.counts	Mc28-40.fq.trim.sam.counts	Mc29-04.fq.trim.sam.counts	Mc29-06.fq.trim.sam.counts	Mc29-18.fq.trim.sam.counts	Mc29-27.fq.trim.sam.counts	
Mcavernosa06233	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06235	0	3	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	
Mcavernosa06236	2	4	0	1	0	2	9	1	0	0	0	0	0	0	2	0	0	0	2	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06239	4	4	1	3	0	5	46	3	0	2	5	4	2	1	7	0	1	1	6	4	1	7	3	0	8	0	2	5	0	3	3	1	0	7	0	1	2	9	2	5	0	1	0	0	1	3	2	0	0	0	0	4	0	0	8	1	0	0	3	0	3	0	1	2	0	1	
Mcavernosa06240	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	
Mcavernosa06244	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06248	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06250	13	17	3	8	1	8	107	12	0	2	2	5	1	0	2	0	0	11	5	10	5	28	0	0	4	9	1	11	0	0	2	3	0	2	11	0	1	9	2	0	0	0	0	0	3	0	4	1	1	0	0	2	2	1	0	1	1	0	2	7	2	1	10	6	6	7	
Mcavernosa06251	9	9	0	12	0	4	25	9	1	3	0	4	0	0	11	0	0	6	1	2	2	7	0	0	5	0	7	1	5	7	0	0	3	0	2	0	0	4	4	4	0	1	0	0	0	0	0	0	21	13	0	5	6	0	0	1	17	1	6	0	3	0	5	10	6	4	
Mcavernosa06252	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06254	13	10	6	4	0	10	75	13	1	6	3	1	0	2	4	0	0	6	4	12	6	12	0	0	2	0	0	10	0	0	2	1	0	0	0	0	1	12	1	0	0	0	0	0	1	0	1	3	1	0	2	1	6	0	0	2	0	0	1	0	5	0	11	15	7	4	
Mcavernosa06255	10	17	0	5	0	8	65	2	0	2	0	1	0	0	2	0	0	3	2	7	4	8	0	0	2	0	3	11	0	0	3	1	0	0	4	0	4	1	4	0	0	0	0	0	1	0	4	1	50	0	0	3	2	2	1	1	0	1	1	1	4	0	5	4	7	6	
Mcavernosa06258	0	0	0	0	0	2	9	2	0	0	0	0	0	0	3	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	3	0	1	
Mcavernosa06260	2	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Mcavernosa06261	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06263	2	1	0	3	0	1	17	1	0	1	0	0	0	0	2	0	0	2	0	2	0	5	0	0	0	0	0	3	0	0	2	0	0	1	0	0	0	4	0	0	0	0	1	0	0	0	2	2	0	0	0	5	0	0	0	0	0	0	0	1	1	0	1	3	2	2	
Mcavernosa06264	3	5	0	1	0	1	40	6	0	0	1	0	0	0	3	0	3	0	1	1	0	4	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	4	1	0	0	0	0	0	3	0	0	5	0	0	0	5	0	0	0	0	0	0	1	1	2	1	4	1	0	7	
Mcavernosa06265	26	33	11	27	3	24	119	9	25	4	14	10	9	0	19	0	114	23	3	10	10	16	0	0	19	0	11	15	0	31	4	2	0	0	2	0	17	4	8	3	0	0	0	0	5	13	4	0	0	0	0	8	7	5	0	2	0	3	9	3	14	3	11	11	9	13	
Mcavernosa06266	5	8	0	2	0	1	25	8	0	1	0	0	0	0	2	0	0	5	0	3	0	12	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	7	5	5	3	
Mcavernosa06267	2	2	0	7	0	0	20	2	0	1	0	2	0	0	1	0	0	0	1	4	2	5	0	0	1	0	2	4	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	4	2	2	
Mcavernosa06269	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	
Mcavernosa06270	2	3	0	5	0	6	11	11	0	0	0	2	0	0	3	0	5	2	6	0	0	4	0	0	0	0	0	3	0	2	3	0	0	2	0	0	0	6	1	2	0	0	0	0	4	0	0	1	1	4	0	1	0	0	0	0	0	1	2	0	1	0	4	10	1	3	
Mcavernosa06273	4	6	2	3	0	1	20	2	0	0	0	2	0	0	1	0	0	2	2	2	0	7	0	0	2	0	0	3	0	1	2	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	3	4	1	
Mcavernosa06278	26	22	3	12	6	23	226	26	0	9	0	15	1	12	11	2	8	15	12	37	9	50	0	0	13	2	8	23	0	0	5	1	0	7	0	0	5	14	1	0	1	0	2	0	11	0	24	10	0	0	0	21	3	0	1	12	28	0	16	16	14	1	28	36	16	27	
Mcavernosa06281	42	82	7	49	1	31	223	27	0	9	8	9	3	0	26	1	6	21	15	34	21	78	0	1	25	0	2	26	0	0	22	1	0	10	9	0	1	58	11	8	0	3	0	0	7	0	13	15	0	0	6	21	11	0	0	9	0	17	29	24	23	1	45	42	21	25	
Mcavernosa06282	28	49	9	15	3	36	145	28	4	15	0	7	2	6	11	3	3	21	12	48	11	42	2	0	20	2	7	26	0	0	14	8	2	5	7	17	5	35	10	5	0	0	4	4	6	0	13	13	3	6	4	11	0	1	1	4	6	15	16	9	19	3	20	40	11	12	
Mcavernosa06283	1	6	0	5	0	2	12	2	0	0	0	1	0	0	1	0	0	0	2	1	0	0	1	0	9	1	1	4	0	0	2	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	7	0	0	3	2	0	0	2	0	0	0	2	3	0	9	6	1	1	
Mcavernosa06284	2	8	0	3	0	5	14	4	0	0	0	1	1	1	5	0	0	1	1	0	4	7	0	1	1	0	3	8	1	0	1	0	0	4	0	0	10	3	0	0	0	0	0	0	2	0	0	5	3	0	3	0	1	0	2	0	0	0	2	0	5	0	4	2	1	6	
Mcavernosa06285	33	41	6	20	4	11	186	50	0	6	7	10	0	8	15	0	0	13	10	33	18	41	1	1	7	10	8	15	0	0	12	6	3	0	0	0	0	21	5	0	0	3	0	2	21	0	10	10	2	0	1	15	6	1	1	5	25	0	8	6	18	0	17	38	10	26	
Mcavernosa06286	5	8	0	4	0	5	22	5	0	0	5	0	0	0	3	0	0	7	0	5	1	5	0	0	3	0	0	7	0	0	4	2	0	0	0	0	0	2	3	3	0	0	0	0	2	0	2	2	0	0	0	0	5	0	4	2	0	7	7	2	9	0	5	9	3	11	
Mcavernosa06288	10	18	1	13	3	4	63	2	0	7	1	6	1	0	6	6	0	23	0	11	2	18	0	0	4	12	6	6	5	0	10	0	0	11	5	6	0	12	9	0	0	0	2	0	2	0	10	5	1	0	0	0	3	0	0	0	0	0	15	7	1	0	14	2	5	9	
Mcavernosa06290	11	11	2	6	0	3	38	6	0	0	0	4	0	0	5	0	10	3	4	8	2	9	0	0	0	0	1	14	0	0	2	0	0	0	0	0	0	7	0	1	0	0	0	0	4	0	6	1	0	0	0	3	2	5	9	0	1	0	1	2	1	0	6	10	3	4	
Mcavernosa06292	73	63	8	67	3	52	429	95	2	13	5	27	2	12	34	0	0	30	20	52	27	109	0	1	42	18	16	37	3	26	36	4	0	10	14	5	0	56	12	4	0	0	2	0	29	6	21	16	20	0	6	15	9	4	1	15	107	0	17	39	38	4	56	85	38	66	
Mcavernosa06293	2	3	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	2	0	0	2	1	0	
Mcavernosa06294	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06296	2	2	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Mcavernosa06297	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06299	5	5	0	2	5	3	33	12	3	3	0	5	0	2	2	37	0	3	0	6	4	11	1	0	8	0	10	1	21	0	1	4	4	24	9	18	11	3	12	0	0	1	0	2	2	0	6	0	0	0	0	3	5	0	1	3	0	0	0	0	3	0	2	7	3	2	
Mcavernosa06300	11	11	5	5	0	6	41	5	1	6	0	3	0	0	3	0	0	5	1	5	3	11	0	0	6	11	2	3	0	0	10	0	0	0	0	0	0	10	4	0	0	0	0	0	5	0	1	1	0	0	0	5	1	1	0	0	0	24	3	4	1	0	5	13	0	7	
Mcavernosa06301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Mcavernosa06303	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	
Mcavernosa06304	0	3	0	0	0	1	8	1	0	0	0	2	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	
Mcavernosa06306	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06310	1	2	0	0	0	1	3	0	0	0	0	1	0	0	0	0	7	2	3	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
Mcavernosa06316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06317	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Mcavernosa06319	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	1	0	0	
Mcavernosa06327	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06340	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06341	1	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Mcavernosa06349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Mcavernosa06350	21	29	2	19	6	15	116	47	0	8	3	5	0	15	9	0	2	17	3	14	13	27	0	0	7	1	4	14	7	0	10	0	2	0	1	0	0	16	2	42	0	0	0	0	6	0	16	5	3	1	3	3	7	3	0	9	0	0	10	5	13	0	26	23	5	18	
Mcavernosa06351	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	
Mcavernosa06353	4	4	5	3	0	0	31	0	0	3	1	6	2	0	2	15	0	0	0	1	0	9	0	0	1	0	2	3	13	0	11	0	0	0	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4	0	0	6	0	1	3	
Mcavernosa06354	4	8	2	2	0	3	37	6	0	4	0	1	2	0	1	1	0	10	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	6	5	0	1	
Mcavernosa06356	2	7	0	0	0	0	4	1	0	2	0	0	0	0	2	0	0	0	0	3	8	6	0	0	1	0	5	3	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06357	0	2	0	1	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	
Mcavernosa06358	51	42	12	71	0	34	320	3	1	53	16	34	41	169	48	4	0	37	13	35	33	43	0	2	65	6	81	26	169	0	139	14	7	2	69	0	2	9	3	5	12	5	1	0	7	37	93	41	72	0	0	56	39	7	170	30	0	364	36	40	21	1	49	42	48	39	
Mcavernosa06360	0	1	0	3	0	4	21	4	0	1	0	0	0	0	1	0	0	1	0	2	0	4	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	7	1	2	
Mcavernosa06361	5	2	0	0	4	0	8	2	0	1	0	0	0	0	3	0	0	1	2	5	0	2	0	0	2	0	0	2	0	0	0	2	0	0	4	0	0	4	1	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	
Mcavernosa06362	2	1	3	1	1	3	10	1	0	0	0	1	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	
Mcavernosa06364	5	8	1	5	0	3	9	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	1	1	
Mcavernosa06366	2	2	0	0	0	1	9	5	0	2	2	0	0	0	3	0	0	1	1	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	2	1	
Mcavernosa06367	15	25	1	22	0	8	61	5	0	18	0	13	1	9	15	0	0	4	2	8	6	19	0	0	13	0	6	15	0	0	19	1	0	10	4	0	0	0	12	0	0	4	2	0	5	68	12	9	1	0	0	8	2	0	13	3	3	4	0	2	7	0	5	10	3	4	
Mcavernosa06368	55	55	6	53	2	29	238	47	0	34	8	23	1	10	33	18	1	43	11	51	29	61	0	2	44	7	24	31	15	0	23	4	8	0	11	1	0	16	7	9	0	0	6	0	8	0	8	5	0	0	16	25	4	8	0	17	9	7	27	22	24	2	41	44	14	57	
Mcavernosa06369	44	47	8	29	0	34	169	122	3	7	7	11	0	3	35	1	7	25	23	41	16	49	0	0	11	0	12	21	0	0	33	3	0	4	7	0	0	45	1	1	0	0	3	0	16	0	8	10	0	0	0	5	3	3	15	0	0	2	19	2	28	0	37	34	19	32	
Mcavernosa06384	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06386	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	
Mcavernosa06388	5	1	0	4	0	2	7	0	0	0	0	2	1	0	1	0	0	3	3	3	1	5	0	0	1	0	0	5	0	0	4	0	0	0	1	0	0	2	4	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	4	3	
Mcavernosa06389	0	0	0	0	0	0	1	3	0	2	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	
Mcavernosa06390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	
Mcavernosa06391	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06393	1	2	0	5	0	1	30	2	0	0	0	2	1	1	3	0	0	4	1	6	2	11	6	0	6	0	0	4	0	0	1	0	2	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	6	1	0	1	0	0	2	9	0	3	0	5	10	4	8	
Mcavernosa06397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
Mcavernosa06398	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06401	12	19	2	11	7	8	71	11	0	5	1	9	0	6	6	0	11	5	4	16	8	15	8	0	5	0	10	13	0	0	8	4	0	0	2	0	0	7	6	0	0	0	2	0	0	0	9	6	0	0	0	3	3	1	0	3	0	1	6	8	4	1	5	13	7	4	
Mcavernosa06405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Mcavernosa06406	7	10	1	2	0	3	50	4	0	5	1	4	2	0	7	0	0	2	3	5	6	6	0	0	0	0	2	1	0	2	2	0	4	0	3	0	0	6	1	0	0	0	2	0	4	1	3	5	2	0	0	4	3	1	0	1	0	0	7	3	5	0	10	8	6	5	
Mcavernosa06408	32	45	5	17	4	16	209	19	1	21	8	12	8	13	30	0	1	43	11	29	27	46	0	8	12	4	14	23	8	0	13	2	7	0	6	1	27	30	14	9	0	0	2	0	12	0	28	40	1	1	12	18	8	6	0	15	18	0	38	18	24	1	31	47	14	26	
Mcavernosa06411	9	18	7	11	0	11	48	8	0	0	2	2	0	0	3	0	0	3	2	6	2	21	0	0	3	0	1	10	0	0	4	0	0	0	0	0	0	5	3	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	3	6	8	0	7	17	6	6	
Mcavernosa06412	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Mcavernosa06414	3	5	0	6	0	4	21	9	0	2	0	4	0	0	4	0	0	2	0	9	0	7	0	0	0	0	2	6	0	0	0	0	0	1	0	18	1	4	0	0	0	0	0	0	4	1	1	0	0	0	0	5	0	0	0	1	0	0	2	0	2	0	5	5	3	6	
Mcavernosa06416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
Mcavernosa06417	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06418	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa06419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Mcavernosa06421	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	
